,id,submitted_on,grade,compiles,flake8,flake8_runtime
0,66c74f66ec01ef72aa803444,2024-08-22 16:47:02.155,100.0,True,False,0.5263931751251221
1,66c74f5fac2f50fd0ed4fddb,2024-08-22 16:46:55.063,0.0,False,False,0.0
2,66be1464ec01ef72aa7fdfaa,2024-08-15 16:44:51.993,100.0,True,False,0.4974820613861084
3,66be14235a361291a3a99f5f,2024-08-15 16:43:47.716,0.0,False,False,0.0
4,66c738b3ec01ef72aa802f73,2024-08-22 15:10:11.390,100.0,True,False,0.4992551803588867
5,65ddb9e66bdf0123d4a327ac,2024-02-27 11:31:02.739,100.0,True,False,0.6408400535583496
6,65ddb9b5de9955d7451704fd,2024-02-27 11:30:13.973,0.0,True,False,0.5014693737030029
7,65ddb99bde9955d7451704dc,2024-02-27 11:29:47.958,0.0,True,False,0.4790787696838379
8,65ddb925de9955d74517048c,2024-02-27 11:27:49.899,0.0,True,True,0.46865010261535645
9,66c734baac2f50fd0ed4f5d8,2024-08-22 14:53:14.632,100.0,True,False,0.47679615020751953
10,66c09d20ac2f50fd0ed493e2,2024-08-17 14:52:48.344,100.0,True,False,0.6047732830047607
11,66a10096163decb65c98a3a5,2024-07-24 15:24:38.317,100.0,True,False,0.6244802474975586
12,66a100851abc3550cffcf259,2024-07-24 15:24:21.599,0.0,True,False,0.7011702060699463
13,6684152f26943bbfc41c0344,2024-07-02 16:56:47.730,100.0,True,False,0.890390157699585
14,66c7330bfda3507fd6871a9c,2024-08-22 14:46:03.764,100.0,True,False,0.9660618305206299
15,66c2f09cac2f50fd0ed4a8bb,2024-08-19 09:13:32.951,100.0,True,False,0.6370444297790527
16,66bf3645dad4f4d810cc8704,2024-08-16 13:21:41.189,100.0,True,False,0.5245661735534668
17,66bcac731abc3550cffd6323,2024-08-14 15:09:07.410,100.0,True,False,0.4441654682159424
18,66ba1a9afda3507fd686be6d,2024-08-12 16:22:18.335,100.0,True,False,0.4173886775970459
19,66c6db7ffda3507fd68713b7,2024-08-22 08:32:31.373,100.0,True,False,0.4210662841796875
20,66c6db72ec01ef72aa802868,2024-08-22 08:32:18.002,0.0,True,False,0.42328667640686035
21,66c6db6c26943bbfc41cf134,2024-08-22 08:32:12.814,0.0,False,False,0.0
22,66bdeced163decb65c9909f0,2024-08-15 13:56:29.621,100.0,True,False,0.4266057014465332
23,66bdecb6ec01ef72aa7fde55,2024-08-15 13:55:34.722,0.0,True,True,0.42194223403930664
24,66c5f85f26943bbfc41ceb2f,2024-08-21 16:23:27.401,100.0,True,False,0.463604211807251
25,66c5f8551abc3550cffda3fc,2024-08-21 16:23:17.011,0.0,True,False,0.5652174949645996
26,66c5f84a5a361291a3a9d11e,2024-08-21 16:23:06.766,0.0,True,False,0.8244190216064453
27,66c5f838fda3507fd6870c92,2024-08-21 16:22:48.363,0.0,True,False,0.7051894664764404
28,669935f426943bbfc41c334d,2024-07-18 17:34:12.865,100.0,True,False,0.880385160446167
29,66c5efb6ac2f50fd0ed4dfae,2024-08-21 15:46:29.997,100.0,True,False,0.6309936046600342
30,660c6d6f17aa9b203ff97d30,2024-04-02 22:41:19.250,100.0,True,False,0.6033461093902588
31,660c6d5499def29c3a3f9f7d,2024-04-02 22:40:52.564,0.0,True,False,0.4845900535583496
32,660c6d45d42cd9e34614627d,2024-04-02 22:40:37.815,0.0,True,True,0.4392855167388916
33,660c6cd117aa9b203ff97d27,2024-04-02 22:38:41.217,0.0,True,False,0.4562690258026123
34,66c5ef49ac2f50fd0ed4df9b,2024-08-21 15:44:41.737,100.0,True,False,0.5721604824066162
35,66c5ef13ac2f50fd0ed4df91,2024-08-21 15:43:47.875,0.0,True,False,0.8494820594787598
36,66c5eefdec01ef72aa801fee,2024-08-21 15:43:25.360,0.0,True,False,0.7683348655700684
37,66c5eeecdad4f4d810ccca6f,2024-08-21 15:43:08.565,0.0,True,False,0.686469554901123
38,66c5eed4ac2f50fd0ed4df8b,2024-08-21 15:42:43.894,0.0,True,False,0.8058125972747803
39,66c5e3775a361291a3a9cfa6,2024-08-21 14:54:15.766,0.0,True,False,0.5992221832275391
40,6584a0aac6b05849cef3a4cc,2023-12-21 21:31:38.562,100.0,True,False,0.5092806816101074
41,654a81082e31aa841f0b820b,2023-11-07 19:25:12.074,100.0,True,False,0.4203922748565674
42,65298797b0e7739e64950919,2023-10-13 20:08:23.110,100.0,True,False,0.4188385009765625
43,6517611cb0e7739e6493c794,2023-09-30 01:43:24.154,100.0,True,False,0.4147672653198242
44,66c4d4dbac2f50fd0ed4caad,2024-08-20 19:39:39.635,100.0,True,False,0.41995716094970703
45,66c4d4cb26943bbfc41cdd97,2024-08-20 19:39:23.694,0.0,True,False,0.43152356147766113
46,66c333b71abc3550cffd83d8,2024-08-19 13:59:51.541,100.0,True,False,0.41960597038269043
47,66c111a41abc3550cffd774f,2024-08-17 23:09:56.869,100.0,True,False,0.43984436988830566
48,66c11159dad4f4d810cc93d4,2024-08-17 23:08:41.906,0.0,True,False,0.4257235527038574
49,66c11140ec01ef72aa7fef67,2024-08-17 23:08:16.121,0.0,True,False,0.4273185729980469
50,66c1112fdad4f4d810cc93cf,2024-08-17 23:07:59.000,0.0,True,False,0.4201548099517822
51,66bbc1c1ac2f50fd0ed471bf,2024-08-13 22:27:45.632,0.0,True,False,0.41962552070617676
52,66be2a4426943bbfc41cb534,2024-08-15 18:18:12.708,100.0,True,False,0.4308626651763916
53,66be2a305a361291a3a99ff9,2024-08-15 18:17:52.103,0.0,True,False,0.4259605407714844
54,65a59e016e50a56ff13a4d05,2024-01-15 22:05:05.800,100.0,True,False,0.4218430519104004
55,65a59de9b2180bc51f854492,2024-01-15 22:04:41.986,0.0,True,False,0.5431122779846191
56,65a59de10bcda0a7578135f5,2024-01-15 22:04:33.953,0.0,True,False,0.43837976455688477
57,66bdd52adad4f4d810cc7fa1,2024-08-15 12:15:06.369,100.0,True,False,0.43801450729370117
58,6582cf880bcda0a7577f1a77,2023-12-20 12:27:04.895,100.0,True,False,0.4145925045013428
59,6545173386f0097fd2e06fe5,2023-11-03 16:52:19.741,100.0,True,False,0.42407798767089844
60,66bcfcf3ac2f50fd0ed47a55,2024-08-14 20:52:35.630,100.0,True,False,0.42141103744506836
61,66bcfcd2dad4f4d810cc7c7d,2024-08-14 20:52:02.103,100.0,True,False,0.42076563835144043
62,66a009ed5a361291a3a939c5,2024-07-23 21:52:13.414,100.0,True,False,0.4220559597015381
63,66a009d3ac2f50fd0ed39e48,2024-07-23 21:51:47.139,0.0,True,False,0.4206812381744385
64,66a00997ac2f50fd0ed39e43,2024-07-23 21:50:47.009,0.0,True,False,0.4247307777404785
65,66b9d67a1abc3550cffd5889,2024-08-12 11:31:38.421,100.0,True,False,0.43131589889526367
66,66a784dedad4f4d810cc0299,2024-07-29 14:02:38.233,100.0,True,False,0.41988062858581543
67,66a773a0ac2f50fd0ed3d983,2024-07-29 12:49:04.272,100.0,True,False,0.4539754390716553
68,6523ca38395ce1c138d997a1,2023-10-09 11:39:04.712,100.0,True,False,0.41762447357177734
69,6523c9d9395ce1c138d99785,2023-10-09 11:37:29.240,100.0,True,False,0.42365527153015137
70,66b8a571dad4f4d810cc64da,2024-08-11 13:50:09.970,100.0,True,False,0.4280824661254883
71,66b8a552dad4f4d810cc64d5,2024-08-11 13:49:38.068,0.0,True,False,0.42662930488586426
72,65a1d283b2180bc51f852529,2024-01-13 01:00:03.450,100.0,True,False,0.43187856674194336
73,65a1cff7781f8e163a5745a5,2024-01-13 00:49:11.299,0.0,False,False,0.0
74,66b75f54ec01ef72aa7fc0b7,2024-08-10 14:38:44.370,100.0,True,False,0.4253239631652832
75,66b5ff2eec01ef72aa7fba61,2024-08-09 13:36:14.704,100.0,True,False,0.43340110778808594
76,66851070ec01ef72aa7efb7d,2024-07-03 10:48:48.332,100.0,True,False,0.42814064025878906
77,66743ab01abc3550cffc80ed,2024-06-20 16:20:32.847,100.0,True,False,0.4382164478302002
78,665b7dea5a361291a3a78bfd,2024-06-01 22:00:42.031,100.0,True,False,0.4297304153442383
79,665b7c29ac2f50fd0ed0a025,2024-06-01 21:53:13.544,0.0,True,False,0.4157979488372803
80,66b4b16fac2f50fd0ed43e4d,2024-08-08 13:52:15.295,100.0,True,False,0.4163339138031006
81,66b4b14c26943bbfc41c927f,2024-08-08 13:51:40.628,0.0,True,False,0.4248085021972656
82,66b4b118dad4f4d810cc4e97,2024-08-08 13:50:48.637,0.0,True,False,0.41785430908203125
83,66b4b1025a361291a3a98115,2024-08-08 13:50:26.270,0.0,True,False,0.4356551170349121
84,65ddb397de9955d745170055,2024-02-27 11:04:07.773,100.0,True,False,0.4246084690093994
85,66b21ade163decb65c98e0c1,2024-08-06 14:45:18.431,100.0,True,False,0.4152252674102783
86,66b21ac826943bbfc41c875c,2024-08-06 14:44:56.929,0.0,True,False,0.4143402576446533
87,66b1e857163decb65c98df83,2024-08-06 11:09:43.922,100.0,True,False,0.413165807723999
88,66b1e812163decb65c98df80,2024-08-06 11:08:34.957,0.0,True,False,0.42391204833984375
89,65251acbec1498b13aac788d,2023-10-10 11:35:07.510,100.0,True,False,0.42160892486572266
90,65251a9453046160bca6043b,2023-10-10 11:34:12.863,100.0,True,False,0.42638063430786133
91,652519e953046160bca603fe,2023-10-10 11:31:21.044,0.0,True,False,0.4157829284667969
92,66b14ac9ec01ef72aa7fa273,2024-08-05 23:57:29.405,100.0,True,False,0.42322611808776855
93,66b149c7dad4f4d810cc39ad,2024-08-05 23:53:11.406,100.0,True,False,0.42652106285095215
94,654689935d19655242e6b270,2023-11-04 19:12:35.551,100.0,True,False,0.4308629035949707
95,6546892571a05333e2a46f60,2023-11-04 19:10:45.176,0.0,True,False,0.42141008377075195
96,654688e13fc1400e98cc0889,2023-11-04 19:09:37.352,0.0,True,False,0.43271970748901367
97,66af4938dad4f4d810cc2b3a,2024-08-04 11:26:16.620,100.0,True,False,0.42208147048950195
98,660d5dd2cdb81872ab4840ef,2024-04-03 15:46:58.186,100.0,True,False,0.42454028129577637
99,660d5d89d0c643985a03c04d,2024-04-03 15:45:45.439,0.0,True,False,0.4203369617462158
100,660d5d0899def29c3a3fa2f7,2024-04-03 15:43:36.088,0.0,True,False,0.4212312698364258
101,660d5c95d0c643985a03c042,2024-04-03 15:41:41.898,0.0,True,False,0.4192392826080322
102,66adf022ec01ef72aa7f8f11,2024-08-03 10:53:54.953,100.0,True,False,0.41284894943237305
103,66adf0021abc3550cffd251c,2024-08-03 10:53:22.209,100.0,True,False,0.4258286952972412
104,66adeff0ec01ef72aa7f8f04,2024-08-03 10:53:04.322,0.0,True,False,0.43053364753723145
105,6648afe83eb7b0b2ad84ad79,2024-05-18 15:40:56.111,100.0,True,False,0.42724609375
106,65244a757297631223084515,2023-10-09 20:46:13.778,100.0,True,False,0.4190714359283447
107,66acf93a26943bbfc41c7324,2024-08-02 17:20:26.664,100.0,True,False,0.4217541217803955
108,66acf927fda3507fd6867fc1,2024-08-02 17:20:07.115,0.0,True,False,0.42671847343444824
109,66acf8fd1abc3550cffd21e0,2024-08-02 17:19:25.790,0.0,True,False,0.4269905090332031
110,66acf8a2ec01ef72aa7f8aa9,2024-08-02 17:17:54.632,0.0,True,False,0.43193697929382324
111,6614154ad42cd9e346148060,2024-04-08 18:03:22.709,100.0,True,False,0.42770910263061523
112,66acbce5dad4f4d810cc1c37,2024-08-02 13:03:01.013,100.0,True,False,0.4162886142730713
113,66acb4e8163decb65c98cc7c,2024-08-02 12:28:56.179,100.0,True,False,0.4196016788482666
114,66acb4cf1abc3550cffd2039,2024-08-02 12:28:31.829,0.0,True,False,0.42322564125061035
115,66acb4be1abc3550cffd2034,2024-08-02 12:28:14.137,100.0,True,False,0.40985703468322754
116,66acb474ec01ef72aa7f88d0,2024-08-02 12:27:00.100,100.0,True,False,0.4198267459869385
117,66abd84efda3507fd6867b22,2024-08-01 20:47:42.977,100.0,True,False,0.42566728591918945
118,66abd837fda3507fd6867b1c,2024-08-01 20:47:19.823,0.0,True,False,0.4221787452697754
119,652123d2f370512ff50fada4,2023-10-07 11:24:34.619,100.0,True,False,0.4150218963623047
120,652123c753046160bca5d527,2023-10-07 11:24:23.852,0.0,True,False,0.42812037467956543
121,652123b553046160bca5d522,2023-10-07 11:24:05.648,0.0,True,True,0.4215061664581299
122,66aa4329dad4f4d810cc106e,2024-07-31 15:59:05.696,100.0,True,False,0.45404958724975586
