student_hash,id,submitted_on,grade,compiles,flake8,flake8_runtime
a59c781004192911c1ff94af982cd428,66c81846fda3507fd6872790,2024-08-23 07:04:06.264,0.0,True,False,1.9444928169250488
a59c781004192911c1ff94af982cd428,66c8180b163decb65c995306,2024-08-23 07:03:07.229,0.0,True,False,0.5336861610412598
86785c8b2e3770bb7fc5861be8094523,66c81759ac2f50fd0ed50acf,2024-08-23 07:00:09.554,0.0,True,False,0.5671234130859375
6f72567b71a5a0cbf70d8877bc38c99b,66c7a583ec01ef72aa803a38,2024-08-22 22:54:27.508,100.0,True,False,0.5669748783111572
6f72567b71a5a0cbf70d8877bc38c99b,66c485a1ac2f50fd0ed4c387,2024-08-20 14:01:37.017,100.0,True,False,0.550440788269043
6f72567b71a5a0cbf70d8877bc38c99b,66c36dda1abc3550cffd880d,2024-08-19 18:07:54.487,100.0,True,False,0.5670530796051025
6f72567b71a5a0cbf70d8877bc38c99b,66c36dcf26943bbfc41cd0a4,2024-08-19 18:07:43.117,0.0,True,False,0.9673888683319092
6f72567b71a5a0cbf70d8877bc38c99b,66bcf4361abc3550cffd650f,2024-08-14 20:15:18.478,100.0,True,False,1.1310324668884277
e2d7ef67e462fd8180e62f21f7414148,66c795abfda3507fd6872476,2024-08-22 21:46:51.002,100.0,True,False,0.6493580341339111
e2d7ef67e462fd8180e62f21f7414148,66c795a01abc3550cffdbb2b,2024-08-22 21:46:40.245,0.0,False,False,0.0
e2d7ef67e462fd8180e62f21f7414148,66c7959626943bbfc41cff6f,2024-08-22 21:46:30.765,100.0,True,False,0.6837975978851318
e2d7ef67e462fd8180e62f21f7414148,66c79589ec01ef72aa80394a,2024-08-22 21:46:17.742,100.0,True,False,0.6837821006774902
e2d7ef67e462fd8180e62f21f7414148,66c7957edad4f4d810cce629,2024-08-22 21:46:06.768,0.0,True,False,0.7005815505981445
792f02315ab8af1522c0f13373bec00d,66c78637ac2f50fd0ed503d0,2024-08-22 20:40:55.914,100.0,True,False,1.0900890827178955
84675f2baf7140037b8f5afe54eef841,66c78064fda3507fd68722d6,2024-08-22 20:16:04.389,100.0,True,False,0.6092150211334229
84675f2baf7140037b8f5afe54eef841,66c780421abc3550cffdb9b3,2024-08-22 20:15:30.711,0.0,False,False,0.0
84675f2baf7140037b8f5afe54eef841,66c78006ec01ef72aa8037a1,2024-08-22 20:14:30.909,0.0,True,False,0.6001479625701904
