student_hash,id,submitted_on,grade,compiles,flake8,flake8_runtime
ee903fc3b2a9644c810505d844eff067,66c7869cec01ef72aa8037f9,2024-08-22 20:42:36.955,0.0,True,False,2.03985595703125
55a1992d7ee496ca30dd9b7034926b02,66c757b4ec01ef72aa803531,2024-08-22 17:22:28.531,100.0,True,False,0.5467467308044434
55a1992d7ee496ca30dd9b7034926b02,66c75797ac2f50fd0ed4ff62,2024-08-22 17:21:59.081,0.0,True,False,0.5549333095550537
55a1992d7ee496ca30dd9b7034926b02,66c75784ac2f50fd0ed4ff5d,2024-08-22 17:21:40.409,0.0,False,False,0.0
55a1992d7ee496ca30dd9b7034926b02,66c7576bfda3507fd68720b7,2024-08-22 17:21:15.042,0.0,False,False,0.0
55a1992d7ee496ca30dd9b7034926b02,66c75749fda3507fd68720aa,2024-08-22 17:20:41.522,0.0,False,False,0.0
de3acebee62bcc8005b434353721874f,66c75584ec01ef72aa803504,2024-08-22 17:13:08.814,100.0,True,False,0.6435704231262207
de3acebee62bcc8005b434353721874f,66c75579ac2f50fd0ed4ff09,2024-08-22 17:12:57.569,0.0,True,False,1.1198625564575195
de3acebee62bcc8005b434353721874f,65169e55ec1498b13aabe266,2023-09-29 11:52:21.922,100.0,True,False,0.9622519016265869
944facfeb153b4f01916a0f166fcc315,66c738a0fda3507fd6871b3c,2024-08-22 15:09:52.430,100.0,True,False,0.8378818035125732
944facfeb153b4f01916a0f166fcc315,66c73890dad4f4d810ccdbcc,2024-08-22 15:09:36.413,0.0,False,False,0.0
944facfeb153b4f01916a0f166fcc315,66c73859dad4f4d810ccdbc2,2024-08-22 15:08:41.073,0.0,False,False,0.0
162f10817c50d28cc47f236967fd844c,66c7300d5a361291a3a9dd00,2024-08-22 14:33:17.696,100.0,True,False,0.6292002201080322
162f10817c50d28cc47f236967fd844c,66c73001163decb65c994867,2024-08-22 14:33:05.189,0.0,True,False,0.6207015514373779
162f10817c50d28cc47f236967fd844c,66bdfb3b163decb65c990a55,2024-08-15 14:57:31.165,100.0,True,False,0.6802277565002441
162f10817c50d28cc47f236967fd844c,66bdfb305a361291a3a99ec8,2024-08-15 14:57:20.292,0.0,True,False,0.5168197154998779
162f10817c50d28cc47f236967fd844c,66bdfb0d163decb65c990a4b,2024-08-15 14:56:45.639,0.0,True,False,0.5800187587738037
6f72567b71a5a0cbf70d8877bc38c99b,66c72e4fec01ef72aa802e4f,2024-08-22 14:25:51.175,100.0,True,False,0.5715248584747314
6f72567b71a5a0cbf70d8877bc38c99b,66c72e3126943bbfc41cf6b8,2024-08-22 14:25:21.592,0.0,True,False,0.5416347980499268
6f72567b71a5a0cbf70d8877bc38c99b,66c4480f5a361291a3a9bde1,2024-08-20 09:38:55.990,100.0,True,False,0.5691618919372559
6f72567b71a5a0cbf70d8877bc38c99b,66c447f1fda3507fd686f5c6,2024-08-20 09:38:25.961,0.0,True,False,0.5420379638671875
6f72567b71a5a0cbf70d8877bc38c99b,66c2e9ef163decb65c991e06,2024-08-19 08:45:03.675,100.0,True,False,0.6061818599700928
1d90341adf2873660b21185f08791eb3,66c6dfc3dad4f4d810ccd42a,2024-08-22 08:50:43.688,100.0,True,False,0.5788476467132568
1d90341adf2873660b21185f08791eb3,66c6dfb25a361291a3a9d6a7,2024-08-22 08:50:26.311,0.0,False,False,0.0
1d90341adf2873660b21185f08791eb3,66c6df7126943bbfc41cf182,2024-08-22 08:49:21.559,0.0,False,False,0.0
1d90341adf2873660b21185f08791eb3,66c6df6bec01ef72aa8028a4,2024-08-22 08:49:15.188,0.0,False,False,0.0
1d90341adf2873660b21185f08791eb3,66c6de92dad4f4d810ccd40f,2024-08-22 08:45:38.106,0.0,True,False,0.5705785751342773
e3ceb5881a0a1fdaad01296d7554868d,66c64acfdad4f4d810ccd187,2024-08-21 22:15:11.603,100.0,True,False,0.5927255153656006
e3ceb5881a0a1fdaad01296d7554868d,66c64ab05a361291a3a9d4ec,2024-08-21 22:14:40.334,0.0,True,False,0.5196239948272705
e3ceb5881a0a1fdaad01296d7554868d,66c64a981abc3550cffda935,2024-08-21 22:14:16.809,0.0,False,False,0.0
e3ceb5881a0a1fdaad01296d7554868d,66c64a8c1abc3550cffda930,2024-08-21 22:14:04.181,0.0,False,False,0.0
e3ceb5881a0a1fdaad01296d7554868d,6614061c17aa9b203ff9ba94,2024-04-08 16:58:36.609,100.0,True,False,0.5300447940826416
82c7f8a6441927177188765cbc7379d2,66c60ab4ac2f50fd0ed4e2fc,2024-08-21 17:41:40.655,0.0,True,False,0.5453596115112305
82c7f8a6441927177188765cbc7379d2,66c608e826943bbfc41cec03,2024-08-21 17:34:00.657,0.0,True,False,0.5323994159698486
82c7f8a6441927177188765cbc7379d2,66b899c6dad4f4d810cc6492,2024-08-11 13:00:22.603,100.0,True,False,0.5679361820220947
82c7f8a6441927177188765cbc7379d2,66b899ad26943bbfc41ca11e,2024-08-11 12:59:57.939,0.0,True,False,0.5349686145782471
82c7f8a6441927177188765cbc7379d2,66b8999026943bbfc41ca119,2024-08-11 12:59:28.671,0.0,True,False,0.562298059463501
b2c7c3df894a703c67ea7ff103de7692,66c5f26a1abc3550cffda391,2024-08-21 15:58:02.591,100.0,True,False,0.5864148139953613
b2c7c3df894a703c67ea7ff103de7692,66c5f23726943bbfc41cea80,2024-08-21 15:57:11.512,0.0,False,False,0.0
b2c7c3df894a703c67ea7ff103de7692,669699fbdad4f4d810cbb3f3,2024-07-16 18:04:11.268,100.0,True,False,0.549504280090332
b2c7c3df894a703c67ea7ff103de7692,669699b2ac2f50fd0ed36daf,2024-07-16 18:02:58.781,0.0,True,False,0.5458097457885742
b2c7c3df894a703c67ea7ff103de7692,6696997a163decb65c988861,2024-07-16 18:02:02.676,0.0,True,False,0.593803882598877
2bffdbe6c9d920e5892df7fc7b76823c,66c1ec9a163decb65c99198f,2024-08-18 14:44:10.416,0.0,False,False,0.0
2bffdbe6c9d920e5892df7fc7b76823c,66c1ec90163decb65c99198a,2024-08-18 14:44:00.531,100.0,True,False,0.7020714282989502
2bffdbe6c9d920e5892df7fc7b76823c,66c1ec83dad4f4d810cc97a9,2024-08-18 14:43:47.961,0.0,True,False,0.659475564956665
2bffdbe6c9d920e5892df7fc7b76823c,66c1ec6cac2f50fd0ed49e9c,2024-08-18 14:43:24.379,0.0,False,False,0.0
2bffdbe6c9d920e5892df7fc7b76823c,66c1ec44ac2f50fd0ed49e91,2024-08-18 14:42:44.325,0.0,True,False,0.5490458011627197
524e300981652af4103f3eb982728e8a,66bf43e6ac2f50fd0ed488d2,2024-08-16 14:19:50.056,100.0,True,False,0.533937931060791
524e300981652af4103f3eb982728e8a,66bf43dafda3507fd686d37e,2024-08-16 14:19:38.100,0.0,True,False,0.5266437530517578
524e300981652af4103f3eb982728e8a,66b4cf01ac2f50fd0ed44022,2024-08-08 15:58:25.901,100.0,True,False,0.5577669143676758
524e300981652af4103f3eb982728e8a,66a8164b163decb65c98be9f,2024-07-30 00:23:07.732,100.0,True,False,0.5466856956481934
524e300981652af4103f3eb982728e8a,6683f1eb5a361291a3a8fe3d,2024-07-02 14:26:19.948,100.0,True,False,0.6264991760253906
17b5189f093ff9aa4a5c183ae75d511d,66bda648ac2f50fd0ed47bf7,2024-08-15 08:55:04.062,100.0,True,False,0.6517410278320312
17b5189f093ff9aa4a5c183ae75d511d,66bda6301abc3550cffd6633,2024-08-15 08:54:40.780,0.0,True,False,0.5715246200561523
17b5189f093ff9aa4a5c183ae75d511d,66bda615163decb65c990820,2024-08-15 08:54:13.941,0.0,True,False,0.5757067203521729
17b5189f093ff9aa4a5c183ae75d511d,66bda60f1abc3550cffd662e,2024-08-15 08:54:06.996,0.0,False,False,0.0
17b5189f093ff9aa4a5c183ae75d511d,66bce89cac2f50fd0ed479dc,2024-08-14 19:25:48.772,0.0,True,False,0.567155122756958
54b1d109dc7156ef46816a9527a861bc,66bcc01b26943bbfc41cafaa,2024-08-14 16:32:59.206,100.0,True,False,0.573601484298706
54b1d109dc7156ef46816a9527a861bc,66bcc00eac2f50fd0ed4783f,2024-08-14 16:32:46.386,0.0,True,False,0.5288949012756348
54b1d109dc7156ef46816a9527a861bc,66bcbfaf26943bbfc41caf9f,2024-08-14 16:31:11.636,0.0,False,False,0.0
54b1d109dc7156ef46816a9527a861bc,659671b9c6b05849cef43300,2024-01-04 09:52:09.798,100.0,True,False,0.5442423820495605
54b1d109dc7156ef46816a9527a861bc,659671ad781f8e163a56f4bd,2024-01-04 09:51:57.256,0.0,True,False,0.5418353080749512
6112f7187024d5de3632ce126ddeecc6,66b94d1dac2f50fd0ed45fed,2024-08-12 01:45:33.685,100.0,True,False,0.5303816795349121
6112f7187024d5de3632ce126ddeecc6,66b94cfcac2f50fd0ed45fe8,2024-08-12 01:45:00.314,0.0,True,False,0.5428378582000732
