id,submitted_on,grade,compiles,regex,regex_runime
66bf9db2163decb65c9910b2,2024-08-16 20:42:58.137,100.0,True,False,0.027332067489624023
665a4fa6ac2f50fd0ed08e20,2024-06-01 00:31:02.284,100.0,True,False,0.03869962692260742
65a832b30bcda0a757820450,2024-01-17 21:04:03.852,100.0,True,False,0.019995927810668945
65a832916e50a56ff13ad204,2024-01-17 21:03:29.379,0.0,False,False,0.017326831817626953
65a8323079cb5dd48e356429,2024-01-17 21:01:52.959,0.0,False,False,0.024193525314331055
665dbda026943bbfc419b49b,2024-06-03 14:57:04.921,100.0,True,False,0.02250218391418457
65a59f198ba6947cb336c359,2024-01-15 22:09:45.502,100.0,True,False,0.0050029754638671875
65a59f0e79cb5dd48e34faf7,2024-01-15 22:09:34.814,0.0,True,False,0.016997814178466797
64de6d08890e8db52cb31f60,2023-08-17 20:55:04.097,100.0,True,False,0.01664280891418457
64de6cf55e43bbb48c0e1d3d,2023-08-17 20:54:45.683,0.0,True,False,0.01534724235534668
6377ca3280607efdfdbcb80f,2022-11-18 19:08:50.529,100.0,True,False,0.023198843002319336
637ca294e46f28bb708fdaf9,2022-11-22 11:21:08.017,100.0,True,False,0.025665998458862305
659eae0b0bcda0a75780ae6e,2024-01-10 15:47:39.738,0.0,True,False,0.020996570587158203
6552ae39f7a41d353885d47d,2023-11-14 00:16:09.584,100.0,True,False,0.020242929458618164
65522085c5d90a7d276abd71,2023-11-13 14:11:33.486,100.0,True,False,0.016312122344970703
65522046d93140def44f48e7,2023-11-13 14:10:30.237,0.0,False,False,0.01718926429748535
6552203fd93140def44f48e2,2023-11-13 14:10:23.783,0.0,False,False,0.0228729248046875
6552201fbf4a29e5c32bf026,2023-11-13 14:09:51.356,0.0,False,False,0.01800084114074707
6552200dbf4a29e5c32bf01e,2023-11-13 14:09:33.241,0.0,False,False,0.015215873718261719
65521ff6c5d90a7d276abd64,2023-11-13 14:09:10.921,0.0,True,False,0.01832866668701172
65521feff7a41d353885cc63,2023-11-13 14:09:03.328,0.0,False,False,0.016383647918701172
6356ea37e46f28bb708aab22,2022-10-24 21:40:39.591,100.0,True,False,0.023566007614135742
65a7e5f4b2180bc51f8597ee,2024-01-17 15:36:36.321,100.0,True,False,0.021837472915649414
6377c46ca41ed832114af571,2022-11-18 18:44:12.511,100.0,True,False,0.01600027084350586
6377c42d6a7392b4e589b8c0,2022-11-18 18:43:09.184,0.0,True,False,0.018160343170166016
65534af7bf4a29e5c32c077a,2023-11-14 11:24:55.399,100.0,True,False,0.01718759536743164
6551f910bf4a29e5c32bed21,2023-11-13 11:23:12.719,100.0,True,False,0.018298625946044922
6551f8e2358432b85041194b,2023-11-13 11:22:26.373,100.0,True,False,0.027201414108276367
6551f8db358432b850411946,2023-11-13 11:22:19.035,100.0,True,False,0.005145072937011719
6551f8cf108434001228a272,2023-11-13 11:22:07.215,0.0,True,False,0.013000011444091797
6551f89bf7a41d353885c9f1,2023-11-13 11:21:15.121,0.0,True,False,0.018996000289916992
6551f852f7a41d353885c9ec,2023-11-13 11:20:02.784,0.0,False,False,0.028477191925048828
6551f814bf4a29e5c32bece8,2023-11-13 11:19:00.748,0.0,True,False,0.017067432403564453
63a85dcb1b949c34fa111d52,2022-12-25 15:27:23.402,100.0,True,False,0.013178825378417969
63a85db58d1b8e94fb3334ba,2022-12-25 15:27:01.429,0.0,False,False,0.01824808120727539
637917f5e46f28bb708fa9d1,2022-11-19 18:52:53.745,100.0,True,False,0.015121936798095703
637917caa41ed832114afe57,2022-11-19 18:52:10.204,0.0,False,False,0.01598834991455078
659575a36e50a56ff139b486,2024-01-03 15:56:35.324,100.0,True,False,0.017179250717163086
637c805f86fd18348831bdfa,2022-11-22 08:55:11.534,100.0,True,False,0.013003110885620117
63a70aaa3d1ab8bf114433dc,2022-12-24 15:20:26.604,100.0,True,False,0.016322612762451172
63a70a638d1b8e94fb331f49,2022-12-24 15:19:15.978,0.0,False,False,0.013178825378417969
63a709d78d1b8e94fb331f1a,2022-12-24 15:16:55.864,0.0,False,False,0.006995677947998047
63a709c31b949c34fa1117af,2022-12-24 15:16:35.718,0.0,False,False,0.014200925827026367
63a708bec1f4a16b94d7d5d1,2022-12-24 15:12:14.614,0.0,False,False,0.018997669219970703
65534db0264e9603165199e5,2023-11-14 11:36:32.074,100.0,True,False,0.01499795913696289
65534d982e31aa841f0be6a6,2023-11-14 11:36:08.908,0.0,True,False,0.011995315551757812
655346cb264e9603165198d9,2023-11-14 11:07:07.113,100.0,True,False,0.0039980411529541016
655346c2f7a41d353885d98f,2023-11-14 11:06:58.346,0.0,False,False,0.012381792068481445
6377e4b56a7392b4e589b926,2022-11-18 21:01:57.078,100.0,True,False,0.013185739517211914
63b2e76c8d1b8e94fb340a3e,2023-01-02 15:17:16.006,100.0,True,False,0.024011611938476562
63b2e73189add9acfb6a1a95,2023-01-02 15:16:17.324,0.0,False,False,0.015226125717163086
637b9eafe46f28bb708fc8b0,2022-11-21 16:52:15.030,100.0,True,False,0.014243125915527344
637b9e6a6d3572586678c3e0,2022-11-21 16:51:06.817,100.0,True,False,0.016994476318359375
637a711180607efdfdbcc57b,2022-11-20 19:25:21.472,100.0,True,False,0.015353918075561523
637a70c5d0579510aa3fce4a,2022-11-20 19:24:05.651,0.0,True,False,0.003997325897216797
637a70b2d0579510aa3fce45,2022-11-20 19:23:46.801,0.0,False,False,0.01348733901977539
637a7094e46f28bb708fb7e5,2022-11-20 19:23:16.420,0.0,False,False,0.014228582382202148
637a7063e46f28bb708fb7e0,2022-11-20 19:22:27.429,0.0,True,False,0.017206668853759766
66c6f0be1abc3550cffdad12,2024-08-22 10:03:10.832,100.0,True,False,0.018436193466186523
66c1e293dad4f4d810cc9726,2024-08-18 14:01:23.826,100.0,True,False,0.015004634857177734
66b9d9b5ec01ef72aa7fcb55,2024-08-12 11:45:25.977,100.0,True,False,0.013996601104736328
66b5d12fec01ef72aa7fb8bb,2024-08-09 10:19:59.810,100.0,True,False,0.014169454574584961
66b3634aac2f50fd0ed433b1,2024-08-07 14:06:34.748,100.0,True,False,0.014316558837890625
66b36326dad4f4d810cc46b6,2024-08-07 14:05:58.949,0.0,False,False,0.01977252960205078
66b362e4ac2f50fd0ed433a1,2024-08-07 14:04:52.495,0.0,False,False,0.018334150314331055
66b362bddad4f4d810cc46b1,2024-08-07 14:04:13.490,0.0,False,False,0.014000654220581055
65a7d1e90bcda0a75781cdd5,2024-01-17 14:11:05.734,0.0,True,False,0.014999151229858398
