id,submitted_on,grade,compiles,flake8,flake8_runtime
66c8000e1abc3550cffdbe36,2024-08-23 05:20:46.962,100.0,True,False,1.6488986015319824
66c7b515dad4f4d810cce856,2024-08-23 00:00:53.261,100.0,True,False,0.4339478015899658
66c7b4f7dad4f4d810cce851,2024-08-23 00:00:23.003,0.0,True,False,0.424731969833374
66c7b4d4fda3507fd68725f3,2024-08-22 23:59:48.076,100.0,True,False,0.43407654762268066
66c7b4ad1abc3550cffdbcd2,2024-08-22 23:59:09.738,0.0,True,False,0.42854738235473633
66c7b4091abc3550cffdbcbe,2024-08-22 23:56:25.000,0.0,True,False,0.42410778999328613
66c7b34a1abc3550cffdbcb4,2024-08-22 23:53:14.952,0.0,True,False,0.4324660301208496
66c7b2e8ac2f50fd0ed50803,2024-08-22 23:51:36.648,0.0,True,False,0.4199960231781006
66c7b286fda3507fd68725e9,2024-08-22 23:49:58.263,100.0,True,False,0.5947360992431641
66c7b26efda3507fd68725e4,2024-08-22 23:49:34.148,0.0,True,False,0.6678304672241211
66c7b232ac2f50fd0ed507fc,2024-08-22 23:48:34.838,0.0,True,False,0.9973306655883789
66c7ae0bec01ef72aa803adb,2024-08-22 23:30:51.360,0.0,True,False,0.5537090301513672
66c7a773163decb65c99513c,2024-08-22 23:02:43.790,0.0,True,False,0.536644697189331
66c79c76ac2f50fd0ed505f0,2024-08-22 22:15:50.020,0.0,True,False,0.5274543762207031
66c79c641abc3550cffdbba1,2024-08-22 22:15:32.684,0.0,False,False,0.0
66c79c47dad4f4d810cce68a,2024-08-22 22:15:03.310,0.0,False,False,0.0
66c7a0da5a361291a3a9e629,2024-08-22 22:34:34.537,100.0,True,False,0.5503466129302979
66c354b95a361291a3a9b6e9,2024-08-19 16:20:41.032,100.0,True,False,0.4409360885620117
66bcebf2ec01ef72aa7fda29,2024-08-14 19:40:02.106,100.0,True,False,0.4409198760986328
66ba5e4fdad4f4d810cc6f17,2024-08-12 21:11:11.048,100.0,True,False,0.4189732074737549
66ba5e38163decb65c98ff62,2024-08-12 21:10:48.241,0.0,True,False,0.4271395206451416
66b565975a361291a3a983ae,2024-08-09 02:40:55.025,100.0,True,False,0.4227771759033203
66ad194dac2f50fd0ed401a1,2024-08-02 19:37:17.225,100.0,True,False,0.4163529872894287
65a7cd420bcda0a75781cb5b,2024-01-17 13:51:14.451,100.0,True,False,0.4179673194885254
66c793aa26943bbfc41cff54,2024-08-22 21:38:18.431,100.0,True,False,0.4347093105316162
66c0c19cfda3507fd686dbd9,2024-08-17 17:28:28.412,100.0,True,False,0.43215513229370117
66c0c179fda3507fd686dbcf,2024-08-17 17:27:53.288,0.0,True,False,0.42476987838745117
66c0c1351abc3550cffd7574,2024-08-17 17:26:45.619,0.0,False,False,0.0
66c0bf6e5a361291a3a9a969,2024-08-17 17:19:10.719,100.0,True,False,0.4314455986022949
66c0bf1aac2f50fd0ed4962a,2024-08-17 17:17:46.018,0.0,True,False,0.4219319820404053
6694e9c21abc3550cffcced1,2024-07-15 11:20:02.682,100.0,True,False,0.4497251510620117
66902fa7fda3507fd6861603,2024-07-11 21:16:55.042,100.0,True,False,0.43460845947265625
66902f8b5a361291a3a91357,2024-07-11 21:16:27.582,0.0,True,False,0.43314242362976074
66902f7cec01ef72aa7f17ff,2024-07-11 21:16:12.127,0.0,True,False,0.42742037773132324
66902f30ac2f50fd0ed34c76,2024-07-11 21:14:56.883,0.0,True,False,0.4377326965332031
66902ba2fda3507fd68615f7,2024-07-11 20:59:46.768,100.0,True,False,0.4465630054473877
668f04ca1abc3550cffcbec1,2024-07-11 00:01:45.994,100.0,True,False,0.43637681007385254
659514bb79cb5dd48e347763,2024-01-03 09:03:07.676,100.0,True,False,0.44228434562683105
66c785ecac2f50fd0ed503ca,2024-08-22 20:39:40.533,100.0,True,False,0.4534423351287842
66c7747cac2f50fd0ed50282,2024-08-22 19:25:16.531,100.0,True,False,0.4278106689453125
66c774745a361291a3a9e441,2024-08-22 19:25:08.745,0.0,True,True,0.43505382537841797
66c478911abc3550cffd90ee,2024-08-20 13:05:53.868,100.0,True,False,0.44660305976867676
66c4787afda3507fd686f8cb,2024-08-20 13:05:30.381,0.0,True,False,0.546318769454956
66c47867163decb65c992d45,2024-08-20 13:05:11.271,0.0,True,False,0.855658769607544
66c3b36ffda3507fd686f23c,2024-08-19 23:04:47.595,100.0,True,False,0.7159304618835449
66c3b368163decb65c9927af,2024-08-19 23:04:40.091,0.0,True,False,0.6004197597503662
66c3b357fda3507fd686f237,2024-08-19 23:04:23.758,0.0,True,False,0.6081910133361816
66c3b30eec01ef72aa8003eb,2024-08-19 23:03:10.127,100.0,True,False,0.6206812858581543
66c3b2c4ac2f50fd0ed4b816,2024-08-19 23:01:56.231,0.0,True,False,0.8363449573516846
66c3b2b25a361291a3a9baff,2024-08-19 23:01:38.446,0.0,True,False,0.5463387966156006
66c3b1435a361291a3a9baf8,2024-08-19 22:55:31.152,100.0,True,False,0.5633730888366699
66c757a55a361291a3a9e287,2024-08-22 17:22:13.208,100.0,True,False,0.45223164558410645
66c7576f5a361291a3a9e282,2024-08-22 17:21:19.816,0.0,True,False,0.4315929412841797
66c75755ac2f50fd0ed4ff53,2024-08-22 17:20:53.231,100.0,True,False,0.43987560272216797
66c7572ddad4f4d810cce1d8,2024-08-22 17:20:13.697,0.0,True,False,0.42952680587768555
66c75725ac2f50fd0ed4ff4b,2024-08-22 17:20:05.377,0.0,False,False,0.0
66c75719dad4f4d810cce1d3,2024-08-22 17:19:53.480,0.0,False,False,0.0
66c7555eac2f50fd0ed4fefd,2024-08-22 17:12:30.746,100.0,True,False,0.4420180320739746
66c7554cec01ef72aa8034ff,2024-08-22 17:12:12.217,0.0,True,False,0.44640183448791504
66c7413bfda3507fd6871c66,2024-08-22 15:46:35.048,100.0,True,False,0.4442880153656006
66c736db1abc3550cffdb24e,2024-08-22 15:02:19.302,100.0,True,False,0.4618105888366699
66c736a7ac2f50fd0ed4f62b,2024-08-22 15:01:27.099,0.0,True,False,0.4430124759674072
66c736a126943bbfc41cf77b,2024-08-22 15:01:21.965,0.0,False,False,0.0
655ca6dc0bcda0a7577d9d1c,2023-11-21 13:47:24.410,100.0,True,False,0.4211921691894531
66c719d7dad4f4d810ccd99c,2024-08-22 12:58:31.650,100.0,True,False,0.4352583885192871
66c719af163decb65c994781,2024-08-22 12:57:51.564,0.0,False,False,0.0
66c633ed1abc3550cffda814,2024-08-21 20:37:33.439,100.0,True,False,0.43987083435058594
66c633cddad4f4d810ccd00d,2024-08-21 20:37:01.187,0.0,True,True,0.4374818801879883
66c6331b1abc3550cffda7fb,2024-08-21 20:34:03.926,0.0,True,True,0.4667494297027588
66c63285dad4f4d810cccfe7,2024-08-21 20:31:33.361,0.0,True,True,0.5437626838684082
66c632471abc3550cffda7db,2024-08-21 20:30:31.269,0.0,True,True,0.6474921703338623
66c6321dec01ef72aa8024b2,2024-08-21 20:29:49.259,0.0,False,False,0.0
669805bddad4f4d810cbb969,2024-07-17 19:56:13.979,100.0,True,False,0.6415598392486572
669805a9ac2f50fd0ed37627,2024-07-17 19:55:53.088,0.0,False,False,0.0
66980590ac2f50fd0ed3761d,2024-07-17 19:55:28.763,0.0,False,False,0.0
6698054fac2f50fd0ed37608,2024-07-17 19:54:23.616,0.0,False,False,0.0
669805455a361291a3a926f4,2024-07-17 19:54:13.640,0.0,False,False,0.0
669804f2ac2f50fd0ed37603,2024-07-17 19:52:50.159,0.0,False,False,0.0
6698049bac2f50fd0ed375f9,2024-07-17 19:51:23.249,0.0,False,False,0.0
65a6b9c2b2180bc51f8568ae,2024-01-16 18:15:46.098,100.0,True,False,0.7895462512969971
66c61b88ec01ef72aa80238a,2024-08-21 18:53:28.835,100.0,True,False,0.8249986171722412
66c61b70ec01ef72aa802385,2024-08-21 18:53:04.385,0.0,True,True,0.6604819297790527
66c61b31dad4f4d810ccceb3,2024-08-21 18:52:01.832,0.0,True,False,0.6729540824890137
66c61a6f26943bbfc41ced93,2024-08-21 18:48:47.655,0.0,True,False,0.6607377529144287
66c5c12adad4f4d810ccc51a,2024-08-21 12:27:54.694,100.0,True,False,0.6192307472229004
669e610bec01ef72aa7f45e5,2024-07-22 15:39:23.420,100.0,True,False,0.5359377861022949
665ef17fec01ef72aa7ce6fc,2024-06-04 12:50:39.490,100.0,True,False,0.6055617332458496
665ef12e163decb65c971715,2024-06-04 12:49:18.924,0.0,True,False,0.6172440052032471
665ef121163decb65c971710,2024-06-04 12:49:05.554,0.0,True,False,0.9476139545440674
665ef114dad4f4d810c96e4b,2024-06-04 12:48:52.356,0.0,True,False,0.6338858604431152
665ef107ec01ef72aa7ce6ec,2024-06-04 12:48:39.309,0.0,True,False,0.6043095588684082
665ef0f0fda3507fd6848c2f,2024-06-04 12:48:16.540,0.0,True,False,0.6272118091583252
665ef0e4ac2f50fd0ed0e4a4,2024-06-04 12:48:04.433,0.0,True,False,0.6153914928436279
665ef0d85a361291a3a7b3e5,2024-06-04 12:47:52.774,0.0,True,False,0.5515429973602295
665ef04cac2f50fd0ed0e491,2024-06-04 12:45:32.932,0.0,True,False,0.5708343982696533
