student_hash,id,submitted_on,grade,compiles,regex,regex_runime
e9991293234ce4cc0d9643f88eb299e3,66bc4d83ac2f50fd0ed47350,2024-08-14 08:24:03.201,0.0,True,True,0.03300142288208008
9e586b0f8ff48cba5c3310f93db86e98,66c734e0dad4f4d810ccdb7b,2024-08-22 14:53:52.973,0.0,False,False,0.02898550033569336
85b33c1c7f2c559cfb124f0078b2d352,66c72c901abc3550cffdb13a,2024-08-22 14:18:24.590,100.0,True,False,0.01900339126586914
85b33c1c7f2c559cfb124f0078b2d352,66c72c80ac2f50fd0ed4f4bb,2024-08-22 14:18:08.519,0.0,True,False,0.007994651794433594
85b33c1c7f2c559cfb124f0078b2d352,66c72c65ac2f50fd0ed4f4b0,2024-08-22 14:17:41.522,0.0,True,False,0.015999794006347656
85b33c1c7f2c559cfb124f0078b2d352,66c72c0426943bbfc41cf689,2024-08-22 14:16:04.300,0.0,False,False,0.019998788833618164
85b33c1c7f2c559cfb124f0078b2d352,66c72b3e1abc3550cffdb11e,2024-08-22 14:12:46.384,0.0,True,False,0.020003318786621094
5ff13bae876fbeed82738eba645b6956,66c71d6c1abc3550cffdb051,2024-08-22 13:13:48.722,100.0,True,False,0.022001266479492188
5ff13bae876fbeed82738eba645b6956,66c71d41dad4f4d810ccd9c3,2024-08-22 13:13:05.087,0.0,True,False,0.018002033233642578
5ff13bae876fbeed82738eba645b6956,66c71d0226943bbfc41cf5df,2024-08-22 13:12:02.756,0.0,False,False,0.01699972152709961
5ff13bae876fbeed82738eba645b6956,66c71cf9dad4f4d810ccd9bd,2024-08-22 13:11:53.916,0.0,True,False,0.030795812606811523
5ff13bae876fbeed82738eba645b6956,66c71ce6ec01ef72aa802d94,2024-08-22 13:11:34.477,0.0,True,False,0.019970178604125977
50e482990ef0d522e20c27ed1006fb01,66c6e9a55a361291a3a9d7c3,2024-08-22 09:32:53.646,100.0,True,False,0.01900172233581543
50e482990ef0d522e20c27ed1006fb01,66c6e990ec01ef72aa8029db,2024-08-22 09:32:32.295,100.0,True,False,0.004000186920166016
50e482990ef0d522e20c27ed1006fb01,66c6e98a5a361291a3a9d7bd,2024-08-22 09:32:26.202,0.0,False,False,0.015000581741333008
50e482990ef0d522e20c27ed1006fb01,66c6e94026943bbfc41cf256,2024-08-22 09:31:12.937,100.0,True,False,0.0069942474365234375
50e482990ef0d522e20c27ed1006fb01,66c6e92dfda3507fd687153c,2024-08-22 09:30:53.728,0.0,False,False,0.01516270637512207
162f10817c50d28cc47f236967fd844c,66c6376726943bbfc41ceeb4,2024-08-21 20:52:23.959,100.0,True,False,0.004164695739746094
162f10817c50d28cc47f236967fd844c,65a7d280c6b05849cef51377,2024-01-17 14:13:36.497,100.0,True,False,0.0029993057250976562
162f10817c50d28cc47f236967fd844c,65a7d21f0bcda0a75781ce05,2024-01-17 14:11:59.976,0.0,True,True,0.008020162582397461
162f10817c50d28cc47f236967fd844c,65a7d209b2180bc51f85909a,2024-01-17 14:11:37.529,0.0,False,True,0.02598261833190918
162f10817c50d28cc47f236967fd844c,656dd9cd781f8e163a56054f,2023-12-04 14:53:17.139,0.0,True,False,0.019000530242919922
528c135dc4dc43c47bb443b99081cc8c,66c60251dad4f4d810cccc4a,2024-08-21 17:05:53.563,100.0,True,False,0.017999887466430664
d839b55780d1765ead1596dfcfc05bc3,66c5ded126943bbfc41ce949,2024-08-21 14:34:25.375,100.0,True,False,0.01899862289428711
d839b55780d1765ead1596dfcfc05bc3,65a54b03c6b05849cef4addf,2024-01-15 16:10:59.788,100.0,True,False,0.015999555587768555
d839b55780d1765ead1596dfcfc05bc3,65a54aecb2180bc51f853ac6,2024-01-15 16:10:36.735,0.0,True,False,0.0019948482513427734
d839b55780d1765ead1596dfcfc05bc3,65a422b80bcda0a7578109ba,2024-01-14 19:06:48.106,0.0,True,False,0.023160934448242188
d839b55780d1765ead1596dfcfc05bc3,65a41eab8ba6947cb336ac09,2024-01-14 18:49:31.757,0.0,True,False,0.020009756088256836
54b1d109dc7156ef46816a9527a861bc,66c4b65a1abc3550cffd9433,2024-08-20 17:29:30.699,100.0,True,False,0.02101445198059082
54b1d109dc7156ef46816a9527a861bc,66c4b656dad4f4d810ccb822,2024-08-20 17:29:26.016,0.0,True,False,0.003994464874267578
54b1d109dc7156ef46816a9527a861bc,66c4b62adad4f4d810ccb81d,2024-08-20 17:28:42.398,0.0,True,False,0.003001689910888672
54b1d109dc7156ef46816a9527a861bc,66c4b60adad4f4d810ccb813,2024-08-20 17:28:10.906,0.0,True,False,0.017316341400146484
54b1d109dc7156ef46816a9527a861bc,66c4b5f726943bbfc41cdc17,2024-08-20 17:27:51.532,0.0,True,False,0.02025771141052246
de3acebee62bcc8005b434353721874f,66c45b9b26943bbfc41cd745,2024-08-20 11:02:19.204,100.0,True,False,0.00900125503540039
de3acebee62bcc8005b434353721874f,66c45b525a361291a3a9bf15,2024-08-20 11:01:06.928,0.0,True,False,0.02017974853515625
de3acebee62bcc8005b434353721874f,66c45b4826943bbfc41cd73f,2024-08-20 11:00:56.450,0.0,False,False,0.0220029354095459
17b5189f093ff9aa4a5c183ae75d511d,66c45a5bdad4f4d810ccb1af,2024-08-20 10:56:59.269,100.0,True,False,0.0040013790130615234
17b5189f093ff9aa4a5c183ae75d511d,66c45a52fda3507fd686f6d7,2024-08-20 10:56:50.527,0.0,True,False,0.01632547378540039
17b5189f093ff9aa4a5c183ae75d511d,66c45a37dad4f4d810ccb1aa,2024-08-20 10:56:23.602,0.0,True,False,0.019350051879882812
17b5189f093ff9aa4a5c183ae75d511d,65a783c80bcda0a75781a0f5,2024-01-17 08:37:44.223,100.0,True,False,0.004998445510864258
17b5189f093ff9aa4a5c183ae75d511d,65a783b983cb92f228f6809e,2024-01-17 08:37:29.730,0.0,True,False,0.02534770965576172
6905e8574fa81c5bd62021714997099d,66c36b0dec01ef72aa8000e4,2024-08-19 17:55:57.664,100.0,True,False,0.018996715545654297
6905e8574fa81c5bd62021714997099d,66c36afc5a361291a3a9b89b,2024-08-19 17:55:40.233,0.0,True,False,0.018163204193115234
6905e8574fa81c5bd62021714997099d,66c36a11ac2f50fd0ed4b36d,2024-08-19 17:51:45.954,0.0,True,False,0.019335508346557617
6905e8574fa81c5bd62021714997099d,66c369c3163decb65c992533,2024-08-19 17:50:27.656,0.0,True,False,0.020305395126342773
6905e8574fa81c5bd62021714997099d,66c362531abc3550cffd874d,2024-08-19 17:18:43.460,0.0,True,False,0.006000518798828125
d45d6b9ebbe0fcc40c940bda55d9abaf,66c07080fda3507fd686d90f,2024-08-17 11:42:24.448,100.0,True,False,0.0020034313201904297
d45d6b9ebbe0fcc40c940bda55d9abaf,66c07073163decb65c9912ae,2024-08-17 11:42:11.182,0.0,True,False,0.001996755599975586
d45d6b9ebbe0fcc40c940bda55d9abaf,66c07062fda3507fd686d905,2024-08-17 11:41:54.533,0.0,True,False,0.01801323890686035
d45d6b9ebbe0fcc40c940bda55d9abaf,66c0704eac2f50fd0ed491d2,2024-08-17 11:41:34.892,0.0,True,False,0.0214540958404541
d45d6b9ebbe0fcc40c940bda55d9abaf,66c06fcefda3507fd686d8ff,2024-08-17 11:39:26.013,0.0,True,False,0.017998695373535156
47920c0a264368997d4c47c3802f2e3a,66bf5a9a26943bbfc41cb8f2,2024-08-16 15:56:42.851,100.0,True,True,0.02017354965209961
47920c0a264368997d4c47c3802f2e3a,656eedc9781f8e163a560ced,2023-12-05 10:30:49.244,0.0,True,False,0.020337820053100586
47920c0a264368997d4c47c3802f2e3a,656eedaa781f8e163a560ce3,2023-12-05 10:30:18.618,0.0,False,False,0.016332149505615234
584afcc2f8bd1ec802e29ec15878a91a,66bdde77163decb65c9909cb,2024-08-15 12:54:47.792,100.0,True,False,0.01015162467956543
584afcc2f8bd1ec802e29ec15878a91a,66bdde625a361291a3a99e14,2024-08-15 12:54:26.465,0.0,True,False,0.002007722854614258
584afcc2f8bd1ec802e29ec15878a91a,66bdddd01abc3550cffd67dd,2024-08-15 12:52:00.723,0.0,True,True,0.017165422439575195
584afcc2f8bd1ec802e29ec15878a91a,66bdddac26943bbfc41cb310,2024-08-15 12:51:24.049,0.0,True,True,0.029003620147705078
584afcc2f8bd1ec802e29ec15878a91a,66bddd5f26943bbfc41cb309,2024-08-15 12:50:07.519,0.0,True,False,0.021370887756347656
13c185696c4342a0f271541249a9df71,66bc7c79ac2f50fd0ed47561,2024-08-14 11:44:25.118,100.0,True,False,0.0050013065338134766
13c185696c4342a0f271541249a9df71,66bc7c38fda3507fd686c7d4,2024-08-14 11:43:20.419,0.0,True,False,0.0173492431640625
13c185696c4342a0f271541249a9df71,66bc7c02ec01ef72aa7fd73f,2024-08-14 11:42:26.225,0.0,True,False,0.02333211898803711
13c185696c4342a0f271541249a9df71,66a004bf163decb65c98a09e,2024-07-23 21:30:07.658,100.0,True,False,0.019002437591552734
13c185696c4342a0f271541249a9df71,66a0049fec01ef72aa7f4cd3,2024-07-23 21:29:35.669,0.0,True,False,0.01716470718383789
0dc554f2679bab24360c82640ec2eed3,66bb17191abc3550cffd5d59,2024-08-13 10:19:37.442,100.0,True,False,0.017330646514892578
0dc554f2679bab24360c82640ec2eed3,66bb1706fda3507fd686c1f3,2024-08-13 10:19:18.905,0.0,True,False,0.0173647403717041
0dc554f2679bab24360c82640ec2eed3,66bb16e2ac2f50fd0ed46c5a,2024-08-13 10:18:42.361,100.0,True,False,0.016184568405151367
0dc554f2679bab24360c82640ec2eed3,665edfe4fda3507fd6848aa3,2024-06-04 11:35:32.827,100.0,True,False,0.021330595016479492
0dc554f2679bab24360c82640ec2eed3,665edfd0dad4f4d810c96c57,2024-06-04 11:35:12.538,0.0,False,False,0.030003070831298828
084d5b532efbaaf1cba7c515dfcb3b08,66b9b62a26943bbfc41ca3ff,2024-08-12 09:13:46.844,100.0,True,True,0.018999814987182617
084d5b532efbaaf1cba7c515dfcb3b08,66b9b5e5ec01ef72aa7fc9ff,2024-08-12 09:12:37.581,0.0,True,True,0.024318695068359375
084d5b532efbaaf1cba7c515dfcb3b08,66b9b5cbec01ef72aa7fc9f4,2024-08-12 09:12:11.067,0.0,False,True,0.019997596740722656
084d5b532efbaaf1cba7c515dfcb3b08,66b9b5afec01ef72aa7fc9ef,2024-08-12 09:11:43.637,0.0,True,True,0.029001235961914062
084d5b532efbaaf1cba7c515dfcb3b08,66b9b5a31abc3550cffd5766,2024-08-12 09:11:31.843,0.0,True,True,0.022003650665283203
efca8a75e16bb8411277ff8ac1219c16,66b93ae7dad4f4d810cc6811,2024-08-12 00:27:51.778,100.0,True,False,0.005002021789550781
da5bfc0ba121e342c5a362e27c60c730,66b66521ac2f50fd0ed44d81,2024-08-09 20:51:13.535,100.0,True,False,0.02933359146118164
da5bfc0ba121e342c5a362e27c60c730,66b66515163decb65c98f2a4,2024-08-09 20:51:01.819,0.0,True,False,0.01937556266784668
da5bfc0ba121e342c5a362e27c60c730,66b6650aac2f50fd0ed44d7c,2024-08-09 20:50:50.980,0.0,True,False,0.02099895477294922
da5bfc0ba121e342c5a362e27c60c730,66b664f7ac2f50fd0ed44d6d,2024-08-09 20:50:31.703,0.0,True,False,0.004999876022338867
da5bfc0ba121e342c5a362e27c60c730,66af7a36fda3507fd6868b26,2024-08-04 14:55:18.372,100.0,True,False,0.01900029182434082
7ae700b70e02e2abd6c8feda189ef19d,66b60e7f163decb65c98f098,2024-08-09 14:41:35.845,100.0,True,True,0.025026321411132812
7ae700b70e02e2abd6c8feda189ef19d,658ffe98b2180bc51f84a519,2023-12-30 12:27:20.560,0.0,True,False,0.005151033401489258
82c7f8a6441927177188765cbc7379d2,66b5f9ecfda3507fd686ac2a,2024-08-09 13:13:48.638,0.0,True,False,0.019203901290893555
82c7f8a6441927177188765cbc7379d2,66b5f9caac2f50fd0ed448ac,2024-08-09 13:13:14.324,0.0,False,False,0.018999338150024414
82c7f8a6441927177188765cbc7379d2,66b5f9b8ec01ef72aa7fba47,2024-08-09 13:12:56.267,0.0,True,False,0.01816272735595703
82c7f8a6441927177188765cbc7379d2,66b5f986ac2f50fd0ed448a5,2024-08-09 13:12:06.176,0.0,True,False,0.004159688949584961
82c7f8a6441927177188765cbc7379d2,66b5f93f163decb65c98f04b,2024-08-09 13:10:55.457,0.0,True,False,0.015159845352172852
ede121586bc3caee66f4cee899f73585,66b481db163decb65c98e9ba,2024-08-08 10:29:15.243,100.0,True,True,0.019298315048217773
ede121586bc3caee66f4cee899f73585,66b481c2ac2f50fd0ed43c29,2024-08-08 10:28:50.374,0.0,True,True,0.023331165313720703
ede121586bc3caee66f4cee899f73585,656efdb4b2180bc51f83e943,2023-12-05 11:38:44.759,100.0,True,True,0.012001514434814453
ede121586bc3caee66f4cee899f73585,656ef74e0bcda0a7577e56b5,2023-12-05 11:11:26.051,0.0,True,False,0.04236459732055664
1ea30044737d53e2f649e8d01a9ce8f5,66afb094dad4f4d810cc2f70,2024-08-04 18:47:16.973,100.0,True,False,0.02446889877319336
1ea30044737d53e2f649e8d01a9ce8f5,66afb04ddad4f4d810cc2f65,2024-08-04 18:46:05.642,0.0,True,False,0.024312734603881836
1ea30044737d53e2f649e8d01a9ce8f5,66afb03ddad4f4d810cc2f60,2024-08-04 18:45:49.320,0.0,True,False,0.02533864974975586
1ea30044737d53e2f649e8d01a9ce8f5,66afb0305a361291a3a96e05,2024-08-04 18:45:35.989,0.0,True,False,0.00699162483215332
1ea30044737d53e2f649e8d01a9ce8f5,66afb01326943bbfc41c7dd4,2024-08-04 18:45:07.473,0.0,True,False,0.022168636322021484
1a1dc91c907325c69271ddf0c944bc72,66a95552163decb65c98c282,2024-07-30 23:04:18.147,100.0,True,False,0.02100086212158203
1a1dc91c907325c69271ddf0c944bc72,66a9552efda3507fd686711b,2024-07-30 23:03:42.984,0.0,True,False,0.0221707820892334
1a1dc91c907325c69271ddf0c944bc72,66a95512dad4f4d810cc0c94,2024-07-30 23:03:13.991,0.0,True,False,0.020305156707763672
1a1dc91c907325c69271ddf0c944bc72,66a9545a163decb65c98c27c,2024-07-30 23:00:10.142,100.0,True,False,0.025349855422973633
1a1dc91c907325c69271ddf0c944bc72,66a95421ac2f50fd0ed3e732,2024-07-30 22:59:13.657,0.0,True,False,0.020998716354370117
8c41bfa25847a925a35effb511a183d4,66a90531ac2f50fd0ed3e582,2024-07-30 17:22:25.858,100.0,True,False,0.025149106979370117
8c41bfa25847a925a35effb511a183d4,65802aac83cb92f228f52df3,2023-12-18 12:19:08.928,100.0,True,False,0.021003246307373047
8c41bfa25847a925a35effb511a183d4,65802850781f8e163a565eef,2023-12-18 12:09:04.464,0.0,True,False,0.005001068115234375
8c41bfa25847a925a35effb511a183d4,658027e3b2180bc51f843ae0,2023-12-18 12:07:15.446,0.0,True,False,0.01737380027770996
8c41bfa25847a925a35effb511a183d4,65802794b2180bc51f843ad8,2023-12-18 12:05:56.189,0.0,True,False,0.02317214012145996
052454326ab963a448f80f5c109008aa,66a20553ac2f50fd0ed3b60c,2024-07-25 09:57:07.724,0.0,True,False,0.027486801147460938
052454326ab963a448f80f5c109008aa,66a204f3ac2f50fd0ed3b607,2024-07-25 09:55:31.788,100.0,True,False,0.029996156692504883
052454326ab963a448f80f5c109008aa,66a204e8163decb65c98ab3b,2024-07-25 09:55:20.315,0.0,True,False,0.0274810791015625
052454326ab963a448f80f5c109008aa,66a0bfaeac2f50fd0ed3a1d3,2024-07-24 10:47:42.277,100.0,True,False,0.004999399185180664
052454326ab963a448f80f5c109008aa,66a0bfa3163decb65c98a27e,2024-07-24 10:47:31.206,0.0,True,False,0.01932239532470703
7606ce9a9b02c6fb9881a6039b68fb6c,669923aa26943bbfc41c32d6,2024-07-18 16:16:10.119,100.0,True,False,0.021326303482055664
7606ce9a9b02c6fb9881a6039b68fb6c,6699239f163decb65c989034,2024-07-18 16:15:59.001,0.0,True,False,0.02383255958557129
7606ce9a9b02c6fb9881a6039b68fb6c,6699238bac2f50fd0ed37c8a,2024-07-18 16:15:39.417,0.0,True,True,0.019999980926513672
7606ce9a9b02c6fb9881a6039b68fb6c,66992385fda3507fd6863362,2024-07-18 16:15:33.309,0.0,True,True,0.026170730590820312
7606ce9a9b02c6fb9881a6039b68fb6c,6699233f1abc3550cffcdb9b,2024-07-18 16:14:23.572,0.0,False,False,0.023004531860351562
524e300981652af4103f3eb982728e8a,6697746d5a361291a3a925c1,2024-07-17 09:36:13.941,100.0,True,False,0.024051904678344727
524e300981652af4103f3eb982728e8a,6697744e1abc3550cffcd64f,2024-07-17 09:35:42.062,0.0,False,False,0.018996238708496094
524e300981652af4103f3eb982728e8a,6696fe9eac2f50fd0ed37168,2024-07-17 01:13:34.522,100.0,True,False,0.02117753028869629
524e300981652af4103f3eb982728e8a,6696fe92ec01ef72aa7f3056,2024-07-17 01:13:22.023,0.0,True,False,0.003999948501586914
524e300981652af4103f3eb982728e8a,6696fe77ac2f50fd0ed37163,2024-07-17 01:12:55.544,0.0,True,False,0.0020003318786621094
b1433f3f74bbac8826fa0b68f61495e6,665fe411ac2f50fd0ed0fbae,2024-06-05 06:05:37.030,100.0,True,False,0.003045320510864258
ab88338d9a8503dddf66f05e63eb6cdc,665fe0cb1abc3550cffb5ebc,2024-06-05 05:51:39.266,100.0,True,False,0.002002239227294922
9e5fec8fdd8cf1f1c82235107c424ed3,665fbb1fdad4f4d810c97ec6,2024-06-05 03:10:55.059,100.0,True,False,0.018336057662963867
9e5fec8fdd8cf1f1c82235107c424ed3,665fbb17ac2f50fd0ed0faf2,2024-06-05 03:10:47.083,0.0,False,False,0.03526186943054199
9e5fec8fdd8cf1f1c82235107c424ed3,665fbae3163decb65c9723c2,2024-06-05 03:09:55.596,0.0,True,False,0.00400233268737793
9e5fec8fdd8cf1f1c82235107c424ed3,665fbace1abc3550cffb5e61,2024-06-05 03:09:34.611,0.0,True,False,0.016998767852783203
9e5fec8fdd8cf1f1c82235107c424ed3,665fba8d163decb65c9723bd,2024-06-05 03:08:29.361,0.0,True,False,0.024996519088745117
57b0486d9291a704c514be1d7de82571,665f9162ac2f50fd0ed0f9c3,2024-06-05 00:12:50.512,100.0,True,False,0.019003629684448242
57b0486d9291a704c514be1d7de82571,665f913eec01ef72aa7cf4b5,2024-06-05 00:12:14.255,0.0,True,False,0.018998384475708008
57b0486d9291a704c514be1d7de82571,665f9103ec01ef72aa7cf4b0,2024-06-05 00:11:15.477,0.0,True,False,0.024004220962524414
57b0486d9291a704c514be1d7de82571,665f90fbec01ef72aa7cf4ab,2024-06-05 00:11:07.976,0.0,True,False,0.02149796485900879
57b0486d9291a704c514be1d7de82571,665f90be1abc3550cffb5d73,2024-06-05 00:10:06.374,100.0,True,False,0.006001949310302734
4840e323399b8b086a08b77c4407ce67,665f88795a361291a3a7bec8,2024-06-04 23:34:49.369,0.0,False,False,0.021358489990234375
4840e323399b8b086a08b77c4407ce67,665f8854ec01ef72aa7cf474,2024-06-04 23:34:12.361,0.0,False,False,0.021215200424194336
4840e323399b8b086a08b77c4407ce67,665f884aec01ef72aa7cf46f,2024-06-04 23:34:02.346,0.0,True,False,0.01999640464782715
4840e323399b8b086a08b77c4407ce67,665f8843163decb65c972307,2024-06-04 23:33:55.438,0.0,False,False,0.02035236358642578
4840e323399b8b086a08b77c4407ce67,665f883efda3507fd684998b,2024-06-04 23:33:50.525,0.0,False,False,0.003996849060058594
d565747068333615fbae257358c72474,665f6e1e1abc3550cffb5be5,2024-06-04 21:42:22.014,100.0,True,True,0.02657008171081543
d565747068333615fbae257358c72474,665f6e15fda3507fd6849832,2024-06-04 21:42:13.486,0.0,True,True,0.026357412338256836
d565747068333615fbae257358c72474,665edf805a361291a3a7b27d,2024-06-04 11:33:52.747,100.0,True,True,0.019995927810668945
d565747068333615fbae257358c72474,665edf6fac2f50fd0ed0e1de,2024-06-04 11:33:35.204,0.0,True,True,0.02000284194946289
d565747068333615fbae257358c72474,6654e0e8dad4f4d810c8d728,2024-05-27 21:37:12.625,100.0,True,False,0.0054721832275390625
c8a1b7bd8ff6c30de07280beb6db6040,665f6167ac2f50fd0ed0f4da,2024-06-04 20:48:07.988,100.0,True,False,0.001995563507080078
c8a1b7bd8ff6c30de07280beb6db6040,665f615adad4f4d810c97a72,2024-06-04 20:47:54.206,0.0,True,False,0.016377687454223633
c8a1b7bd8ff6c30de07280beb6db6040,665f614926943bbfc419cf5a,2024-06-04 20:47:37.406,0.0,True,False,0.020589590072631836
c8a1b7bd8ff6c30de07280beb6db6040,65a7aef56e50a56ff13a9dd7,2024-01-17 11:41:57.432,100.0,True,False,0.004142284393310547
133bba0306761e804b6e88b7e45dbe06,665f5c8026943bbfc419cf1f,2024-06-04 20:27:12.379,100.0,True,False,0.016998291015625
133bba0306761e804b6e88b7e45dbe06,665f5c1e26943bbfc419cf0a,2024-06-04 20:25:34.262,0.0,True,False,0.004999876022338867
133bba0306761e804b6e88b7e45dbe06,6649f1b83d100822067ebb6d,2024-05-19 14:34:00.816,100.0,True,False,0.019004106521606445
133bba0306761e804b6e88b7e45dbe06,663f5089657c5505e2633c74,2024-05-11 13:03:37.510,100.0,True,False,0.018377065658569336
133bba0306761e804b6e88b7e45dbe06,663f5035b84bec11b6cfde30,2024-05-11 13:02:13.033,0.0,True,False,0.01834583282470703
49090f610b3cfcf0dcd95ba3936fde0e,665f5b57ac2f50fd0ed0f407,2024-06-04 20:22:15.957,100.0,True,False,0.021519184112548828
49090f610b3cfcf0dcd95ba3936fde0e,6654c1085a361291a3a74682,2024-05-27 19:21:12.355,100.0,True,False,0.01899886131286621
49090f610b3cfcf0dcd95ba3936fde0e,66532838ec01ef72aa7c4910,2024-05-26 14:16:56.568,100.0,True,False,0.019001483917236328
49090f610b3cfcf0dcd95ba3936fde0e,66532830fda3507fd683f73b,2024-05-26 14:16:48.000,0.0,True,False,0.004003047943115234
49090f610b3cfcf0dcd95ba3936fde0e,65a82097c6b05849cef5310a,2024-01-17 19:46:47.334,100.0,True,False,0.002999544143676758
6cc11daf0e340663ec613e206de07194,665f55b1163decb65c971fc5,2024-06-04 19:58:09.491,100.0,True,False,0.0020008087158203125
6cc11daf0e340663ec613e206de07194,665f559fdad4f4d810c979b4,2024-06-04 19:57:51.983,0.0,True,False,0.017320871353149414
6cc11daf0e340663ec613e206de07194,665f558426943bbfc419ce98,2024-06-04 19:57:24.430,0.0,True,False,0.018334627151489258
6cc11daf0e340663ec613e206de07194,665f5572163decb65c971fc0,2024-06-04 19:57:06.372,0.0,False,False,0.02227950096130371
6cc11daf0e340663ec613e206de07194,665f5565ac2f50fd0ed0f36e,2024-06-04 19:56:53.038,0.0,False,False,0.02099776268005371
951cefd3ca5cb6773251e773379ff26a,665f457dfda3507fd6849468,2024-06-04 18:49:01.257,100.0,True,False,0.018001556396484375
951cefd3ca5cb6773251e773379ff26a,665f453d5a361291a3a7ba7c,2024-06-04 18:47:57.474,0.0,True,False,0.020159006118774414
951cefd3ca5cb6773251e773379ff26a,665f44eedad4f4d810c97793,2024-06-04 18:46:38.222,0.0,True,False,0.021170377731323242
951cefd3ca5cb6773251e773379ff26a,665f44d4ec01ef72aa7cef32,2024-06-04 18:46:12.061,0.0,True,False,0.0050008296966552734
951cefd3ca5cb6773251e773379ff26a,665f44c6ac2f50fd0ed0f095,2024-06-04 18:45:58.666,0.0,False,False,0.022174358367919922
