student_hash,id,submitted_on,grade,compiles,codeql,codeql_runtime
bd36d306cc303fb0cd58977ccfb81239,665f21c25a361291a3a7b7a6,2024-06-04 16:16:34.403,100.0,True,False,0.011021876706512546
bd36d306cc303fb0cd58977ccfb81239,665f2129dad4f4d810c973af,2024-06-04 16:14:01.811,0.0,True,False,0.011021876706512546
bd36d306cc303fb0cd58977ccfb81239,665f2045ec01ef72aa7ceb91,2024-06-04 16:10:13.674,0.0,True,False,0.011021876706512546
bd36d306cc303fb0cd58977ccfb81239,664fa18326943bbfc4192d90,2024-05-23 22:05:23.097,100.0,True,False,0.011021876706512546
bd36d306cc303fb0cd58977ccfb81239,664fa11fec01ef72aa7c3142,2024-05-23 22:03:43.544,0.0,False,False,0.011021876706512546
e3ceb5881a0a1fdaad01296d7554868d,661418b36ca9014114f562d4,2024-04-08 18:17:55.063,100.0,True,False,0.011021876706512546
e3ceb5881a0a1fdaad01296d7554868d,661418a0576f08d1b3aeacda,2024-04-08 18:17:36.845,0.0,False,False,0.011021876706512546
e3ceb5881a0a1fdaad01296d7554868d,65a2e9dc6e50a56ff13a2c4c,2024-01-13 20:51:56.047,100.0,True,False,0.011021876706512546
e3ceb5881a0a1fdaad01296d7554868d,65a2e9c8b2180bc51f852a1e,2024-01-13 20:51:36.848,0.0,False,False,0.011021876706512546
e3ceb5881a0a1fdaad01296d7554868d,6599f7a5781f8e163a5710b3,2024-01-07 02:00:21.581,100.0,True,False,0.011021876706512546
03295c3fb0e750ac6430d548fd3d7eff,6347d789d0579510aa3bedf5,2022-10-13 11:16:57.421,0.0,False,False,0.011021876706512546
2492965369077f98fd5ff13c3cc26cc3,654a56fc2e31aa841f0b7958,2023-11-07 16:25:48.070,100.0,True,False,0.011021876706512546
2492965369077f98fd5ff13c3cc26cc3,654a56a7d93140def44ef0f9,2023-11-07 16:24:23.163,0.0,True,False,0.011021876706512546
405efd75263bc0767c6864533c6b7731,65a7a493781f8e163a579daa,2024-01-17 10:57:39.340,100.0,True,False,0.011021876706512546
405efd75263bc0767c6864533c6b7731,65a7a47f79cb5dd48e3537d0,2024-01-17 10:57:19.810,0.0,True,False,0.011021876706512546
405efd75263bc0767c6864533c6b7731,65a7a458c6b05849cef5019c,2024-01-17 10:56:40.884,0.0,True,False,0.011021876706512546
405efd75263bc0767c6864533c6b7731,65a7a43b83cb92f228f688f8,2024-01-17 10:56:11.396,0.0,False,False,0.011021876706512546
607fe3624a0f7b23caf51504e5ce04bf,63417e1fa41ed83211454a68,2022-10-08 15:41:51.629,100.0,True,False,0.011021876706512546
7a3a701df17a7f5e28838e11b0de2065,622fa7e1e0c07ce37f908f45,2022-03-14 21:38:57.157,100.0,True,False,0.011021876706512546
7a3a701df17a7f5e28838e11b0de2065,622fa7d9e0c07ce37f908f40,2022-03-14 21:38:48.853,0.0,True,False,0.011021876706512546
7a3a701df17a7f5e28838e11b0de2065,622fa7c9e540381cc6c61a40,2022-03-14 21:38:33.721,0.0,True,False,0.011021876706512546
7a3a701df17a7f5e28838e11b0de2065,622f9f9935768a4f4de9b314,2022-03-14 21:03:37.247,0.0,True,False,0.011021876706512546
86de5437f4b892611b1e7dbbc06975c6,634441c7e46f28bb7088b9d4,2022-10-10 18:01:11.898,100.0,True,False,0.011021876706512546
86de5437f4b892611b1e7dbbc06975c6,63444197d0579510aa3bc9e5,2022-10-10 18:00:23.645,0.0,True,False,0.011021876706512546
86de5437f4b892611b1e7dbbc06975c6,63444184e46f28bb7088b9b7,2022-10-10 18:00:04.219,0.0,True,False,0.011021876706512546
86de5437f4b892611b1e7dbbc06975c6,6344415b86fd1834882e89d7,2022-10-10 17:59:23.296,0.0,False,False,0.011021876706512546
86de5437f4b892611b1e7dbbc06975c6,6344413e80607efdfdb822b5,2022-10-10 17:58:54.640,0.0,True,False,0.011021876706512546
d411d265996bd8b563a4e5d60414a17d,654a6fe02e31aa841f0b7e68,2023-11-07 18:12:00.520,100.0,True,False,0.011021876706512546
4e05116851982b200241a4698d27647c,63a58abf3d1ab8bf11442fba,2022-12-23 12:02:23.625,100.0,True,False,0.011021876706512546
c3a219743a09ca92b2043ff4d24ff014,63a8b8cc8d1b8e94fb333e8b,2022-12-25 21:55:40.707,0.0,True,False,0.011021876706512546
c3a219743a09ca92b2043ff4d24ff014,63a8b8c0582b55c043c82070,2022-12-25 21:55:28.807,0.0,True,False,0.011021876706512546
c3a219743a09ca92b2043ff4d24ff014,63a8b5731b949c34fa111fdf,2022-12-25 21:41:23.234,0.0,True,False,0.011021876706512546
c3a219743a09ca92b2043ff4d24ff014,63a8b560c1f4a16b94d7e50a,2022-12-25 21:41:04.036,0.0,True,False,0.011021876706512546
c3a219743a09ca92b2043ff4d24ff014,63a8b549c1f4a16b94d7e505,2022-12-25 21:40:41.430,0.0,True,False,0.011021876706512546
f03e01c8af47b4b6d5dbc88d15b0c588,659533aa79cb5dd48e347979,2024-01-03 11:15:06.483,100.0,True,False,0.011021876706512546
f03e01c8af47b4b6d5dbc88d15b0c588,653e36c1342758533cd65115,2023-10-29 11:41:05.679,0.0,True,False,0.011021876706512546
f03e01c8af47b4b6d5dbc88d15b0c588,653e368e342758533cd65108,2023-10-29 11:40:14.513,0.0,True,False,0.011021876706512546
1d5d28d505b787bbc2fe692db7226911,63453c5780607efdfdb82fd2,2022-10-11 11:50:15.177,100.0,True,False,0.011021876706512546
1d5d28d505b787bbc2fe692db7226911,63453bfde46f28bb7088d8ed,2022-10-11 11:48:45.647,100.0,True,False,0.011021876706512546
1d5d28d505b787bbc2fe692db7226911,63453bf080607efdfdb82fb3,2022-10-11 11:48:32.218,0.0,True,False,0.011021876706512546
1d5d28d505b787bbc2fe692db7226911,633df7dbd0579510aa3b94d6,2022-10-05 23:32:11.089,0.0,True,False,0.011021876706512546
1d5d28d505b787bbc2fe692db7226911,633df7be6a7392b4e5861cf8,2022-10-05 23:31:42.840,0.0,True,False,0.011021876706512546
2692a7cc31e92ea183832029483c6f3c,63699fa280607efdfdba0818,2022-11-08 01:15:30.170,100.0,True,False,0.011021876706512546
2692a7cc31e92ea183832029483c6f3c,63699f3780607efdfdba0812,2022-11-08 01:13:43.823,0.0,False,False,0.011021876706512546
2692a7cc31e92ea183832029483c6f3c,63699e49a41ed8321148036a,2022-11-08 01:09:45.810,0.0,True,False,0.011021876706512546
2692a7cc31e92ea183832029483c6f3c,63699dd0e46f28bb708c4108,2022-11-08 01:07:43.981,0.0,True,False,0.011021876706512546
2692a7cc31e92ea183832029483c6f3c,63699b1e86fd1834882f67b5,2022-11-08 00:56:14.232,0.0,True,False,0.011021876706512546
b5f9c2073b93dc345fe375e504086b1c,658aebfeb2180bc51f8481d8,2023-12-26 16:06:38.402,100.0,True,False,0.011021876706512546
d6c2782c5d84176497ecfad5abb71776,6586f75b79cb5dd48e341a6f,2023-12-23 16:06:03.823,100.0,True,False,0.011021876706512546
d6c2782c5d84176497ecfad5abb71776,6546466c5d19655242e6ad65,2023-11-04 14:26:04.973,100.0,True,False,0.011021876706512546
d6c2782c5d84176497ecfad5abb71776,6546460b24b0d467d651787e,2023-11-04 14:24:27.127,0.0,True,False,0.011021876706512546
d6c2782c5d84176497ecfad5abb71776,654645d25d19655242e6ad52,2023-11-04 14:23:30.161,0.0,True,False,0.011021876706512546
d6c2782c5d84176497ecfad5abb71776,654643ab71a05333e2a4651f,2023-11-04 14:14:19.672,0.0,True,False,0.011021876706512546
01567f1c51d2d54885965de481a83b8e,6345dee080607efdfdb83aa6,2022-10-11 23:23:44.091,100.0,True,False,0.011021876706512546
01567f1c51d2d54885965de481a83b8e,6345de7f80607efdfdb83a9e,2022-10-11 23:22:07.261,0.0,True,False,0.011021876706512546
81d7b2a03a860ac48e8e032d5070bfa0,654ba6d2264e960316514b02,2023-11-08 16:18:42.769,100.0,True,False,0.011021876706512546
81d7b2a03a860ac48e8e032d5070bfa0,654ba6a3bf4a29e5c32b8ad4,2023-11-08 16:17:55.788,0.0,True,False,0.011021876706512546
81d7b2a03a860ac48e8e032d5070bfa0,654ba679264e960316514aee,2023-11-08 16:17:13.152,0.0,True,False,0.011021876706512546
81d7b2a03a860ac48e8e032d5070bfa0,654ba66ac5d90a7d276a6f4c,2023-11-08 16:16:58.850,0.0,True,False,0.011021876706512546
a02f9768660497d370831df932feeeaf,64a2d1e1290db4b9cda2cfb4,2023-07-03 15:49:21.407,100.0,True,False,0.011021876706512546
a02f9768660497d370831df932feeeaf,64a2d1b1290db4b9cda2cfae,2023-07-03 15:48:33.909,0.0,True,False,0.011021876706512546
ee2652075ad33343c79c5a6a1161371b,66b0cc80fda3507fd68691f4,2024-08-05 14:58:40.515,100.0,True,False,0.011021876706512546
ee2652075ad33343c79c5a6a1161371b,65a67adf0bcda0a757816060,2024-01-16 13:47:27.428,100.0,True,False,0.011021876706512546
ee2652075ad33343c79c5a6a1161371b,65a67acc8ba6947cb336d61f,2024-01-16 13:47:08.835,0.0,False,False,0.011021876706512546
ee2652075ad33343c79c5a6a1161371b,65a679f36e50a56ff13a6376,2024-01-16 13:43:31.609,0.0,False,False,0.011021876706512546
ee2652075ad33343c79c5a6a1161371b,65a679a779cb5dd48e350d3e,2024-01-16 13:42:15.182,0.0,False,False,0.011021876706512546
8b372a2d003dc7c6e3ca4c4420c88ea9,638e7f8fd0579510aa405aa2,2022-12-06 00:32:31.849,100.0,True,False,0.011021876706512546
8b372a2d003dc7c6e3ca4c4420c88ea9,638e7f686a7392b4e58a2598,2022-12-06 00:31:52.461,0.0,True,False,0.011021876706512546
8b372a2d003dc7c6e3ca4c4420c88ea9,638e7ef7d0579510aa405a98,2022-12-06 00:29:59.033,0.0,True,False,0.011021876706512546
8b372a2d003dc7c6e3ca4c4420c88ea9,638e7ec680607efdfdbd6b73,2022-12-06 00:29:10.887,0.0,True,False,0.011021876706512546
8b372a2d003dc7c6e3ca4c4420c88ea9,638e7ebb86fd1834883203da,2022-12-06 00:28:59.955,0.0,True,False,0.011021876706512546
