id,submitted_on,grade,compiles,regex,regex_runime
66bf9db2163decb65c9910b2,2024-08-16 20:42:58.137,100.0,True,False,0.03607797622680664
665a4fa6ac2f50fd0ed08e20,2024-06-01 00:31:02.284,100.0,True,False,0.031219959259033203
65a832b30bcda0a757820450,2024-01-17 21:04:03.852,100.0,True,False,0.006994724273681641
65a832916e50a56ff13ad204,2024-01-17 21:03:29.379,0.0,False,False,0.01799631118774414
65a8323079cb5dd48e356429,2024-01-17 21:01:52.959,0.0,False,False,0.020054340362548828
665dbda026943bbfc419b49b,2024-06-03 14:57:04.921,100.0,True,False,0.00623011589050293
65a59f198ba6947cb336c359,2024-01-15 22:09:45.502,100.0,True,False,0.003002643585205078
65a59f0e79cb5dd48e34faf7,2024-01-15 22:09:34.814,0.0,True,False,0.028287410736083984
64de6d08890e8db52cb31f60,2023-08-17 20:55:04.097,100.0,True,False,0.035460710525512695
64de6cf55e43bbb48c0e1d3d,2023-08-17 20:54:45.683,0.0,True,False,0.022000551223754883
6377ca3280607efdfdbcb80f,2022-11-18 19:08:50.529,100.0,True,False,0.02199554443359375
637ca294e46f28bb708fdaf9,2022-11-22 11:21:08.017,100.0,True,False,0.003998279571533203
659eae0b0bcda0a75780ae6e,2024-01-10 15:47:39.738,0.0,True,False,0.028703689575195312
6552ae39f7a41d353885d47d,2023-11-14 00:16:09.584,100.0,True,False,0.030000925064086914
65522085c5d90a7d276abd71,2023-11-13 14:11:33.486,100.0,True,False,0.010000228881835938
65522046d93140def44f48e7,2023-11-13 14:10:30.237,0.0,False,False,0.015993833541870117
6552203fd93140def44f48e2,2023-11-13 14:10:23.783,0.0,False,False,0.025007963180541992
6552201fbf4a29e5c32bf026,2023-11-13 14:09:51.356,0.0,False,False,0.054995059967041016
6552200dbf4a29e5c32bf01e,2023-11-13 14:09:33.241,0.0,False,False,0.028994321823120117
65521ff6c5d90a7d276abd64,2023-11-13 14:09:10.921,0.0,True,False,0.012000083923339844
65521feff7a41d353885cc63,2023-11-13 14:09:03.328,0.0,False,False,0.024000883102416992
6356ea37e46f28bb708aab22,2022-10-24 21:40:39.591,100.0,True,False,0.02582383155822754
65a7e5f4b2180bc51f8597ee,2024-01-17 15:36:36.321,100.0,True,False,0.04317331314086914
6377c46ca41ed832114af571,2022-11-18 18:44:12.511,100.0,True,False,0.035616397857666016
6377c42d6a7392b4e589b8c0,2022-11-18 18:43:09.184,0.0,True,False,0.04249739646911621
65534af7bf4a29e5c32c077a,2023-11-14 11:24:55.399,100.0,True,False,0.04039335250854492
6551f910bf4a29e5c32bed21,2023-11-13 11:23:12.719,100.0,True,False,0.030324220657348633
6551f8e2358432b85041194b,2023-11-13 11:22:26.373,100.0,True,False,0.03834891319274902
6551f8db358432b850411946,2023-11-13 11:22:19.035,100.0,True,False,0.004994869232177734
6551f8cf108434001228a272,2023-11-13 11:22:07.215,0.0,True,False,0.003000020980834961
6551f89bf7a41d353885c9f1,2023-11-13 11:21:15.121,0.0,True,False,0.022140979766845703
6551f852f7a41d353885c9ec,2023-11-13 11:20:02.784,0.0,False,False,0.004997968673706055
6551f814bf4a29e5c32bece8,2023-11-13 11:19:00.748,0.0,True,False,0.024001121520996094
63a85dcb1b949c34fa111d52,2022-12-25 15:27:23.402,100.0,True,False,0.03054213523864746
63a85db58d1b8e94fb3334ba,2022-12-25 15:27:01.429,0.0,False,False,0.02077174186706543
637917f5e46f28bb708fa9d1,2022-11-19 18:52:53.745,100.0,True,False,0.02318429946899414
637917caa41ed832114afe57,2022-11-19 18:52:10.204,0.0,False,False,0.02799844741821289
659575a36e50a56ff139b486,2024-01-03 15:56:35.324,100.0,True,False,0.020005226135253906
637c805f86fd18348831bdfa,2022-11-22 08:55:11.534,100.0,True,False,0.02407670021057129
63a70aaa3d1ab8bf114433dc,2022-12-24 15:20:26.604,100.0,True,False,0.04913759231567383
63a70a638d1b8e94fb331f49,2022-12-24 15:19:15.978,0.0,False,False,0.010160446166992188
63a709d78d1b8e94fb331f1a,2022-12-24 15:16:55.864,0.0,False,False,0.0030040740966796875
63a709c31b949c34fa1117af,2022-12-24 15:16:35.718,0.0,False,False,0.07000327110290527
63a708bec1f4a16b94d7d5d1,2022-12-24 15:12:14.614,0.0,False,False,0.11699891090393066
65534db0264e9603165199e5,2023-11-14 11:36:32.074,100.0,True,False,0.06599807739257812
65534d982e31aa841f0be6a6,2023-11-14 11:36:08.908,0.0,True,False,0.020748615264892578
655346cb264e9603165198d9,2023-11-14 11:07:07.113,100.0,True,False,0.00600433349609375
655346c2f7a41d353885d98f,2023-11-14 11:06:58.346,0.0,False,False,0.01760268211364746
6377e4b56a7392b4e589b926,2022-11-18 21:01:57.078,100.0,True,False,0.0038671493530273438
63b2e76c8d1b8e94fb340a3e,2023-01-02 15:17:16.006,100.0,True,False,0.001998424530029297
63b2e73189add9acfb6a1a95,2023-01-02 15:16:17.324,0.0,False,False,0.019156455993652344
637b9eafe46f28bb708fc8b0,2022-11-21 16:52:15.030,100.0,True,False,0.02366042137145996
637b9e6a6d3572586678c3e0,2022-11-21 16:51:06.817,100.0,True,False,0.02400994300842285
637a711180607efdfdbcc57b,2022-11-20 19:25:21.472,100.0,True,False,0.02282094955444336
637a70c5d0579510aa3fce4a,2022-11-20 19:24:05.651,0.0,True,False,0.005048036575317383
637a70b2d0579510aa3fce45,2022-11-20 19:23:46.801,0.0,False,False,0.025002479553222656
637a7094e46f28bb708fb7e5,2022-11-20 19:23:16.420,0.0,False,False,0.030007362365722656
637a7063e46f28bb708fb7e0,2022-11-20 19:22:27.429,0.0,True,False,0.023001670837402344
66c6f0be1abc3550cffdad12,2024-08-22 10:03:10.832,100.0,True,False,0.005001068115234375
66c1e293dad4f4d810cc9726,2024-08-18 14:01:23.826,100.0,True,False,0.0024785995483398438
66b9d9b5ec01ef72aa7fcb55,2024-08-12 11:45:25.977,100.0,True,False,0.0026569366455078125
